case_id,witness_type,reliability_rating
20251030-3246,Expert,High
20251030-3246,Witness,Medium
20251030-3249,Expert,High
20251030-3250,Witness,Medium
20251030-3250,Expert,High
20251030-3250,Expert,High
20251030-3252,Witness,High
20251030-3252,Victim,Medium
20251030-3252,Witness,Medium
20251030-3253,Expert,Low
20251030-3253,Victim,High
20251030-3254,Witness,High
20251030-3254,Victim,Low
20251030-3254,Victim,High
20251030-3256,Victim,Medium
20251030-3259,Victim,Medium
20251030-3259,Expert,Low
20251030-3259,Victim,Low
20251030-3260,Expert,Low
20251030-3262,Expert,Low
20251030-3262,Expert,Low
20251030-3262,Witness,High
20251030-3262,Expert,High
20251030-3263,Witness,High
20251030-3263,Victim,Medium
20251030-3268,Expert,High
20251030-3268,Expert,Low
20251030-3268,Expert,High
20251030-3271,Witness,Medium
20251030-3271,Expert,High
20251030-3272,Witness,High
20251030-3272,Victim,Low
20251030-3272,Victim,Low
20251030-3274,Victim,Medium
20251030-3274,Expert,High
20251030-3275,Victim,Medium
20251030-3275,Witness,Medium
20251030-3275,Expert,Medium
20251030-3276,Victim,Medium
20251030-3276,Victim,Low
20251030-3277,Victim,Medium
20251030-3277,Expert,Medium
20251030-3277,Expert,Medium
20251030-3277,Victim,Medium
20251030-3278,Expert,Low
20251030-3278,Witness,High
20251030-3278,Expert,Low
20251030-3281,Victim,High
20251030-3281,Victim,High
20251030-3281,Victim,Low
20251030-3281,Witness,Low
20251030-3282,Expert,Low
20251030-3285,Witness,Medium
20251030-3285,Expert,Medium
20251030-3285,Victim,Low
20251030-3286,Expert,High
20251030-3287,Expert,High
20251030-3287,Witness,Medium
20251030-3287,Expert,Low
20251030-3288,Witness,Medium
20251030-3288,Witness,High
20251030-3289,Victim,Medium
20251030-3289,Witness,High
20251030-3290,Victim,High
20251030-3290,Expert,Medium
20251030-3291,Victim,Low
20251030-3291,Witness,High
20251030-3291,Expert,High
20251030-3291,Expert,Medium
20251030-3295,Expert,Low
20251030-3296,Witness,Medium
20251030-3296,Victim,High
20251030-3296,Expert,Low
20251030-3296,Victim,High
20251030-3297,Expert,Low
20251030-3302,Expert,High
20251030-3303,Expert,Medium
20251030-3307,Victim,Low
20251030-3307,Witness,Medium
20251030-3307,Victim,High
20251030-3307,Expert,High
20251030-3311,Expert,Medium
20251030-3311,Witness,High
20251030-3311,Witness,Low
20251030-3312,Expert,High
20251030-3312,Witness,High
20251030-3312,Witness,Low
20251030-3316,Witness,Medium
20251030-3316,Expert,Medium
20251030-3317,Witness,High
20251030-3317,Witness,High
20251030-3317,Witness,Low
20251030-3318,Expert,Medium
20251030-3318,Victim,Low
20251030-3318,Victim,Low
20251030-3319,Witness,Low
20251030-3319,Witness,Low
20251030-3319,Expert,High
20251030-3319,Witness,Low
20251030-3320,Witness,High
20251030-3322,Victim,High
20251030-3322,Victim,Medium
20251030-3324,Expert,Low
20251030-3324,Expert,High
20251030-3324,Witness,Medium
20251030-3324,Victim,Low
20251030-3327,Expert,High
20251030-3327,Witness,Low
20251030-3327,Expert,Medium
20251030-3327,Witness,Medium
20251030-3329,Witness,High
20251030-3329,Expert,Medium
20251030-3329,Expert,Low
20251030-3329,Victim,High
20251030-3330,Witness,Medium
20251030-3330,Expert,High
20251030-3332,Witness,High
20251030-3332,Victim,High
20251030-3332,Expert,Medium
20251030-3332,Victim,Medium
20251030-3337,Expert,Medium
20251030-3338,Witness,High
20251030-3338,Victim,High
20251030-3339,Expert,Low
20251030-3343,Expert,High
20251030-3343,Expert,Low
20251030-3343,Expert,High
20251030-3343,Victim,Medium
20251030-3344,Victim,Medium
20251030-3344,Victim,Low
20251030-3344,Expert,Low
20251030-3346,Witness,Low
20251030-3346,Expert,Low
20251030-3346,Expert,Medium
20251030-3347,Witness,Medium
20251030-3347,Victim,Medium
20251030-3347,Expert,Low
20251030-3352,Witness,Low
20251030-3352,Victim,Low
20251030-3352,Witness,High
20251030-3354,Witness,Low
20251030-3354,Victim,Low
20251030-3354,Expert,Medium
20251030-3355,Victim,Medium
20251030-3356,Victim,High
20251030-3356,Victim,Medium
20251030-3356,Witness,Low
20251030-3357,Witness,Medium
20251030-3357,Victim,Medium
20251030-3357,Witness,Medium
20251030-3359,Victim,Medium
20251030-3359,Witness,Low
20251030-3359,Witness,Low
20251030-3360,Victim,High
20251030-3360,Witness,Medium
20251030-3360,Witness,High
20251030-3360,Expert,Low
20251030-3361,Expert,Low
20251030-3361,Victim,High
20251030-3361,Expert,Low
20251030-3361,Witness,Low
20251030-3362,Victim,High
20251030-3362,Expert,Low
20251030-3364,Victim,High
20251030-3364,Witness,Medium
20251030-3366,Witness,Medium
20251030-3366,Victim,High
20251030-3368,Victim,Low
20251030-3368,Expert,Low
20251030-3368,Witness,Low
20251030-3369,Expert,Low
20251030-3369,Victim,Medium
20251030-3369,Victim,Medium
20251030-3369,Victim,Low
20251030-3370,Expert,High
20251030-3370,Witness,Medium
20251030-3370,Expert,Low
20251030-3373,Witness,High
20251030-3373,Witness,Low
20251030-3377,Witness,Low
20251030-3379,Witness,Medium
20251030-3379,Victim,High
20251030-3379,Expert,High
20251030-3380,Expert,Low
20251030-3380,Witness,High
20251030-3382,Victim,Medium
20251030-3386,Witness,Low
20251030-3387,Victim,Low
20251030-3387,Expert,High
20251030-3388,Victim,Medium
20251030-3388,Expert,Low
20251030-3388,Victim,High
20251030-3388,Expert,Low
20251030-3389,Expert,Low
20251030-3389,Victim,Low
20251030-3389,Witness,High
20251030-3389,Witness,High
20251030-3390,Expert,Low
20251030-3390,Witness,High
20251030-3392,Witness,Low
20251030-3392,Victim,Low
20251030-3395,Expert,High
20251030-3395,Expert,Medium
20251030-3395,Victim,Low
20251030-3396,Expert,Low
20251030-3399,Expert,Low
20251030-3399,Witness,Low
20251030-3399,Witness,Low
20251030-3400,Witness,Low
20251030-3400,Witness,High
20251030-3401,Victim,Medium
20251030-3401,Witness,High
20251030-3403,Expert,Low
20251030-3403,Victim,Low
20251030-3404,Expert,Medium
20251030-3404,Witness,Medium
20251030-3404,Victim,Low
20251030-3405,Victim,Medium
20251030-3409,Expert,Medium
20251030-3409,Victim,High
20251030-3409,Witness,Medium
20251030-3409,Victim,Medium
20251030-3410,Witness,Medium
20251030-3412,Victim,Low
20251030-3412,Victim,High
20251030-3412,Witness,High
20251030-3415,Witness,Medium
20251030-3415,Victim,Medium
20251030-3415,Victim,High
20251030-3417,Victim,Low
20251030-3418,Expert,Medium
20251030-3418,Witness,High
20251030-3418,Victim,Low
20251030-3418,Witness,High
20251030-3419,Victim,Low
20251030-3419,Expert,High
20251030-3419,Expert,High
20251030-3419,Victim,Low
20251030-3422,Victim,High
20251030-3422,Expert,Medium
20251030-3422,Victim,Medium
20251030-3423,Witness,Low
20251030-3423,Victim,High
20251030-3424,Expert,High
20251030-3424,Expert,Medium
20251030-3425,Expert,Medium
20251030-3425,Witness,High
20251030-3427,Witness,High
20251030-3432,Witness,Medium
20251030-3433,Victim,Medium
20251030-3433,Expert,Medium
20251030-3433,Witness,Low
20251030-3433,Victim,Medium
20251030-3435,Victim,Low
20251030-3435,Witness,Medium
20251030-3435,Expert,Medium
20251030-3437,Victim,Low
20251030-3438,Victim,Medium
20251030-3441,Victim,High
20251030-3441,Expert,High
20251030-3441,Witness,Low
20251030-3441,Victim,High
20251030-3442,Victim,Medium
20251030-3442,Expert,Medium
20251030-3444,Victim,High
20251030-3444,Witness,Low
20251030-3444,Expert,Low
20251030-3444,Expert,Medium
20251030-3447,Expert,Medium
20251030-3447,Expert,High
20251030-3447,Victim,Low
20251030-3447,Victim,High
20251030-3448,Victim,Medium
20251030-3448,Expert,Medium
20251030-3448,Witness,High
20251030-3448,Expert,High
20251030-3451,Victim,Low
20251030-3451,Expert,Medium
20251030-3451,Victim,High
20251030-3451,Victim,High
20251030-3452,Victim,Medium
20251030-3452,Expert,Medium
20251030-3452,Witness,Medium
20251030-3452,Expert,High
20251030-3453,Witness,High
20251030-3453,Witness,Low
20251030-3453,Victim,High
20251030-3455,Expert,High
20251030-3455,Expert,Medium
20251030-3455,Expert,Low
20251030-3456,Expert,Low
20251030-3456,Victim,Medium
20251030-3457,Expert,Low
20251030-3457,Victim,Low
20251030-3457,Witness,Low
20251030-3457,Witness,High
20251030-3461,Witness,Medium
20251030-3461,Expert,Medium
20251030-3461,Expert,Low
20251030-3461,Expert,Medium
20251030-3462,Expert,Medium
20251030-3462,Witness,Low
20251030-3464,Victim,High
20251030-3465,Expert,Medium
20251030-3465,Expert,High
20251030-3470,Victim,High
20251030-3470,Expert,Low
20251030-3470,Witness,High
20251030-3471,Victim,High
20251030-3471,Witness,High
20251030-3471,Victim,High
20251030-3471,Victim,Medium
20251030-3472,Victim,High
20251030-3473,Expert,Low
20251030-3473,Victim,High
20251030-3473,Victim,High
20251030-3474,Victim,High
20251030-3474,Witness,Medium
20251030-3474,Expert,High
20251030-3474,Victim,Low
20251030-3475,Victim,High
20251030-3475,Witness,Low
20251030-3478,Expert,High
20251030-3478,Expert,High
20251030-3480,Victim,High
20251030-3481,Victim,Low
20251030-3482,Witness,Low
20251030-3482,Victim,Medium
20251030-3482,Witness,Low
20251030-3482,Expert,High
20251030-3483,Expert,High
20251030-3483,Victim,Medium
20251030-3483,Expert,High
20251030-3485,Expert,Low
20251030-3485,Expert,High
20251030-3485,Witness,Low
20251030-3486,Witness,Medium
20251030-3486,Witness,Medium
20251030-3486,Victim,High
20251030-3487,Expert,Medium
20251030-3487,Victim,Low
20251030-3488,Witness,High
20251030-3488,Expert,High
20251030-3488,Expert,High
20251030-3488,Expert,Medium
20251030-3492,Expert,High
20251030-3493,Expert,Medium
20251030-3493,Victim,Medium
20251030-3493,Victim,High
20251030-3493,Expert,Low
20251030-3494,Expert,Medium
20251030-3495,Witness,High
20251030-3496,Expert,Low
20251030-3496,Expert,High
20251030-3496,Expert,Medium
20251030-3497,Victim,Medium
20251030-3497,Witness,High
20251030-3497,Witness,Low
20251030-3498,Expert,High
20251030-3498,Witness,High
20251030-3500,Witness,High
20251030-3500,Expert,High
20251030-3500,Witness,High
20251030-3500,Victim,Low
20251030-3506,Expert,High
20251030-3506,Expert,High
20251030-3506,Witness,High
20251030-3507,Expert,Low
20251030-3508,Expert,Medium
20251030-3508,Witness,Medium
20251030-3508,Victim,Low
20251030-3509,Expert,High
20251030-3509,Expert,High
20251030-3509,Expert,High
20251030-3509,Expert,Low
20251030-3510,Victim,Low
20251030-3510,Expert,Low
20251030-3510,Expert,Medium
20251030-3510,Expert,Low
20251030-3511,Victim,Medium
20251030-3511,Witness,Low
20251030-3511,Victim,Low
20251030-3512,Victim,Medium
20251030-3512,Expert,Medium
20251030-3512,Victim,Medium
20251030-3512,Expert,High
20251030-3513,Witness,Medium
20251030-3513,Victim,High
20251030-3516,Victim,High
20251030-3516,Expert,High
20251030-3516,Witness,Low
20251030-3516,Expert,Low
20251030-3518,Expert,High
20251030-3522,Witness,High
20251030-3522,Witness,Medium
20251030-3522,Victim,Medium
20251030-3522,Witness,Low
20251030-3525,Victim,Medium
20251030-3525,Victim,Medium
20251030-3525,Expert,High
20251030-3525,Witness,Low
20251030-3527,Expert,Low
20251030-3528,Witness,Low
20251030-3529,Expert,Medium
20251030-3529,Expert,Low
20251030-3529,Victim,High
20251030-3534,Victim,Low
20251030-3534,Witness,Low
20251030-3536,Victim,Medium
20251030-3539,Expert,Medium
20251030-3539,Witness,High
20251030-3539,Victim,Low
20251030-3540,Expert,Low
20251030-3540,Witness,Low
20251030-3541,Expert,High
20251030-3541,Victim,High
20251030-3543,Victim,Low
20251030-3543,Expert,Medium
20251030-3544,Victim,Medium
20251030-3544,Victim,High
20251030-3546,Expert,High
20251030-3546,Expert,High
20251030-3546,Victim,Medium
20251030-3547,Victim,Low
20251030-3547,Witness,Medium
20251030-3547,Expert,Low
20251030-3547,Expert,Low
20251030-3549,Victim,Medium
20251030-3549,Victim,Low
20251030-3554,Expert,Low
20251030-3554,Witness,Low
20251030-3556,Expert,Medium
20251030-3556,Witness,Low
20251030-3556,Victim,Low
20251030-3556,Witness,Medium
20251030-3557,Expert,Medium
20251030-3557,Witness,High
20251030-3557,Expert,High
20251030-3557,Expert,Low
20251030-3559,Expert,Medium
20251030-3559,Witness,Medium
20251030-3559,Expert,Low
20251030-3561,Witness,High
20251030-3561,Expert,Medium
20251030-3561,Victim,Medium
20251030-3561,Witness,Medium
20251030-3562,Expert,Medium
20251030-3562,Expert,Low
20251030-3562,Victim,Low
20251030-3562,Victim,Medium
20251030-3563,Victim,Low
20251030-3564,Victim,Low
20251030-3564,Victim,Medium
20251030-3564,Expert,Medium
20251030-3566,Witness,Low
20251030-3566,Victim,Low
20251030-3566,Expert,Low
20251030-3566,Expert,Medium
20251030-3567,Expert,Medium
20251030-3567,Expert,High
20251030-3568,Expert,Medium
20251030-3568,Expert,High
20251030-3568,Expert,High
20251030-3568,Victim,Medium
20251030-3569,Victim,Low
20251030-3572,Victim,High
20251030-3573,Witness,Medium
20251030-3573,Victim,Medium
20251030-3573,Victim,Low
20251030-3573,Victim,Low
20251030-3576,Expert,Low
20251030-3579,Witness,Medium
20251030-3584,Expert,High
20251030-3584,Expert,High
20251030-3584,Witness,High
20251030-3584,Expert,High
20251030-3587,Victim,Low
20251030-3587,Witness,Medium
20251030-3587,Witness,Medium
20251030-3594,Victim,High
20251030-3597,Witness,Medium
20251030-3597,Witness,Medium
20251030-3597,Victim,High
20251030-3602,Expert,Medium
20251030-3602,Expert,High
20251030-3604,Witness,Medium
20251030-3604,Expert,Medium
20251030-3604,Victim,High
20251030-3604,Victim,Medium
20251030-3607,Expert,Low
20251030-3607,Witness,Low
20251030-3612,Expert,Medium
20251030-3613,Victim,Medium
20251030-3613,Witness,Medium
20251030-3613,Expert,Low
20251030-3613,Expert,High
20251030-3615,Victim,Medium
20251030-3616,Witness,Medium
20251030-3616,Expert,Low
20251030-3617,Witness,Medium
20251030-3617,Expert,Medium
20251030-3617,Victim,High
20251030-3617,Witness,Medium
20251030-3618,Expert,Low
20251030-3618,Expert,Medium
20251030-3619,Expert,Low
20251030-3619,Witness,Medium
20251030-3619,Victim,Medium
20251030-3619,Witness,Medium
20251030-3620,Victim,High
20251030-3620,Witness,High
20251030-3620,Victim,Medium
20251030-3621,Victim,Medium
20251030-3621,Witness,High
20251030-3621,Victim,Medium
20251030-3630,Expert,High
20251030-3631,Victim,Medium
20251030-3631,Victim,High
20251030-3631,Witness,Low
20251030-3631,Victim,Low
20251030-3633,Expert,Low
20251030-3634,Witness,Low
20251030-3634,Witness,Low
20251030-3636,Victim,High
20251030-3636,Witness,Low
20251030-3636,Expert,Medium
20251030-3636,Victim,Low
20251030-3637,Witness,High
20251030-3643,Expert,High
20251030-3643,Witness,Low
20251030-3643,Witness,Low
20251030-3643,Witness,High
20251030-3644,Expert,Low
20251030-3644,Expert,Low
20251030-3644,Expert,Low
20251030-3645,Witness,Low
20251030-3645,Witness,High
20251030-3645,Witness,Low
20251030-3649,Victim,Medium
20251030-3649,Victim,Medium
20251030-3649,Witness,High
20251030-3650,Expert,Low
20251030-3651,Victim,Medium
20251030-3651,Expert,High
20251030-3651,Expert,High
20251030-3652,Expert,Low
20251030-3653,Victim,Medium
20251030-3653,Victim,Low
20251030-3653,Victim,High
20251030-3653,Witness,Medium
20251030-3654,Victim,High
20251030-3655,Victim,High
20251030-3657,Victim,Medium
20251030-3657,Witness,Low
20251030-3657,Victim,Medium
20251030-3658,Victim,Low
20251030-3658,Victim,Low
20251030-3658,Expert,Medium
20251030-3660,Expert,Low
20251030-3661,Witness,Medium
20251030-3661,Victim,Medium
20251030-3662,Witness,High
20251030-3662,Witness,High
20251030-3662,Expert,Low
20251030-3662,Expert,Medium
20251030-3664,Expert,High
20251030-3665,Witness,Medium
20251030-3665,Witness,High
20251030-3665,Witness,Low
20251030-3667,Expert,High
20251030-3667,Witness,Medium
20251030-3667,Expert,Low
20251030-3668,Expert,Low
20251030-3668,Victim,High
20251030-3668,Expert,High
20251030-3668,Victim,Low
20251030-3670,Victim,High
20251030-3670,Witness,Low
20251030-3670,Witness,Medium
20251030-3670,Witness,Low
20251030-3671,Victim,High
20251030-3671,Victim,Low
20251030-3671,Expert,Low
20251030-3671,Expert,High
20251030-3674,Witness,High
20251030-3674,Expert,High
20251030-3674,Expert,High
20251030-3674,Expert,Medium
20251030-3675,Witness,Low
20251030-3676,Victim,Medium
20251030-3676,Victim,Low
20251030-3676,Victim,Medium
20251030-3676,Expert,Medium
20251030-3677,Witness,High
20251030-3677,Witness,Low
20251030-3679,Witness,High
20251030-3679,Victim,High
20251030-3679,Victim,Low
20251030-3687,Witness,High
20251030-3687,Witness,Medium
20251030-3687,Expert,Low
20251030-3690,Witness,Low
20251030-3690,Witness,Low
20251030-3690,Expert,Low
20251030-3691,Victim,Low
20251030-3691,Victim,Low
20251030-3691,Victim,Low
20251030-3691,Expert,High
20251030-3695,Witness,Low
20251030-3695,Victim,Low
20251030-3695,Victim,Medium
20251030-3700,Witness,Low
20251030-3700,Victim,Low
20251030-3700,Witness,Low
20251030-3700,Expert,High
20251030-3703,Witness,Low
20251030-3704,Witness,Medium
20251030-3704,Victim,High
20251030-3704,Expert,Medium
20251030-3705,Witness,Medium
20251030-3706,Witness,Medium
20251030-3706,Victim,Medium
20251030-3707,Victim,High
20251030-3707,Victim,Medium
20251030-3708,Witness,Low
20251030-3708,Victim,High
20251030-3709,Expert,High
20251030-3709,Witness,High
20251030-3709,Expert,Medium
20251030-3709,Witness,Low
20251030-3710,Witness,Low
20251030-3712,Victim,Low
20251030-3712,Witness,High
20251030-3712,Victim,High
20251030-3713,Expert,High
20251030-3715,Expert,Medium
20251030-3716,Expert,High
20251030-3716,Witness,Medium
20251030-3716,Expert,Low
20251030-3716,Expert,Medium
20251030-3718,Victim,Medium
20251030-3718,Witness,Low
20251030-3718,Witness,Low
20251030-3721,Witness,Low
20251030-3721,Expert,High
20251030-3725,Victim,Medium
20251030-3726,Expert,High
20251030-3726,Victim,Medium
20251030-3726,Expert,Low
20251030-3726,Victim,High
20251030-3731,Expert,High
20251030-3732,Expert,High
20251030-3734,Witness,Medium
20251030-3734,Witness,High
20251030-3735,Witness,Medium
20251030-3735,Victim,Medium
20251030-3735,Witness,High
20251030-3737,Victim,Medium
20251030-3737,Victim,Low
20251030-3737,Witness,Low
20251030-3741,Expert,High
20251030-3741,Expert,Medium
20251030-3742,Victim,Low
20251030-3742,Witness,High
20251030-3742,Expert,High
20251030-3742,Witness,High
20251030-3747,Witness,High
20251030-3747,Witness,Low
20251030-3747,Victim,Low
20251030-3747,Witness,Medium
20251030-3748,Witness,High
20251030-3750,Witness,High
20251030-3752,Expert,High
20251030-3753,Expert,Low
20251030-3755,Victim,High
20251030-3755,Victim,High
20251030-3756,Witness,High
20251030-3756,Expert,Low
20251030-3756,Victim,Low
20251030-3758,Witness,High
20251030-3758,Witness,Low
20251030-3758,Victim,High
20251030-3759,Victim,Low
20251030-3759,Victim,High
20251030-3759,Witness,High
20251030-3759,Expert,Low
20251030-3760,Victim,High
20251030-3761,Victim,High
20251030-3761,Witness,High
20251030-3761,Witness,High
20251030-3765,Witness,High
20251030-3765,Victim,Medium
20251030-3766,Expert,Medium
