case_id,investigation_type,investigation_date,findings
20251030-3072,Initial,2023-05-25 20:16:51,Investigation findings for case 20251030-3072
20251030-3073,Interview,2024-09-04 19:30:14,Investigation findings for case 20251030-3073
20251030-3074,Initial,2024-02-11 13:06:29,Investigation findings for case 20251030-3074
20251030-3074,Follow-up,2024-02-22 13:06:29,Investigation findings for case 20251030-3074
20251030-3074,Initial,2024-02-07 13:06:29,Investigation findings for case 20251030-3074
20251030-3074,Interview,2024-02-18 13:06:29,Investigation findings for case 20251030-3074
20251030-3074,Interview,2024-02-23 13:06:29,Investigation findings for case 20251030-3074
20251030-3075,Evidence Collection,2023-03-24 01:13:44,Investigation findings for case 20251030-3075
20251030-3075,Evidence Collection,2023-03-19 01:13:44,Investigation findings for case 20251030-3075
20251030-3075,Initial,2023-03-21 01:13:44,Investigation findings for case 20251030-3075
20251030-3075,Follow-up,2023-03-23 01:13:44,Investigation findings for case 20251030-3075
20251030-3077,Initial,2024-12-07 19:09:25,Investigation findings for case 20251030-3077
20251030-3079,Follow-up,2023-04-28 18:41:11,Investigation findings for case 20251030-3079
20251030-3079,Evidence Collection,2023-04-09 18:41:11,Investigation findings for case 20251030-3079
20251030-3079,Evidence Collection,2023-04-19 18:41:11,Investigation findings for case 20251030-3079
20251030-3079,Initial,2023-04-27 18:41:11,Investigation findings for case 20251030-3079
20251030-3079,Follow-up,2023-04-25 18:41:11,Investigation findings for case 20251030-3079
20251030-3081,Interview,2024-09-08 12:44:50,Investigation findings for case 20251030-3081
20251030-3081,Interview,2024-09-14 12:44:50,Investigation findings for case 20251030-3081
20251030-3081,Follow-up,2024-09-26 12:44:50,Investigation findings for case 20251030-3081
20251030-3081,Follow-up,2024-09-04 12:44:50,Investigation findings for case 20251030-3081
20251030-3081,Evidence Collection,2024-09-07 12:44:50,Investigation findings for case 20251030-3081
20251030-3082,Evidence Collection,2023-04-18 15:26:35,Investigation findings for case 20251030-3082
20251030-3082,Interview,2023-04-14 15:26:35,Investigation findings for case 20251030-3082
20251030-3082,Initial,2023-05-02 15:26:35,Investigation findings for case 20251030-3082
20251030-3082,Evidence Collection,2023-05-07 15:26:35,Investigation findings for case 20251030-3082
20251030-3083,Interview,2023-02-26 22:38:12,Investigation findings for case 20251030-3083
20251030-3083,Interview,2023-02-28 22:38:12,Investigation findings for case 20251030-3083
20251030-3083,Follow-up,2023-02-23 22:38:12,Investigation findings for case 20251030-3083
20251030-3086,Interview,2024-05-23 08:20:12,Investigation findings for case 20251030-3086
20251030-3086,Initial,2024-05-15 08:20:12,Investigation findings for case 20251030-3086
20251030-3086,Initial,2024-06-07 08:20:12,Investigation findings for case 20251030-3086
20251030-3086,Evidence Collection,2024-05-23 08:20:12,Investigation findings for case 20251030-3086
20251030-3086,Interview,2024-05-29 08:20:12,Investigation findings for case 20251030-3086
20251030-3087,Follow-up,2024-09-17 15:01:25,Investigation findings for case 20251030-3087
20251030-3087,Initial,2024-10-02 15:01:25,Investigation findings for case 20251030-3087
20251030-3087,Evidence Collection,2024-10-05 15:01:25,Investigation findings for case 20251030-3087
20251030-3088,Evidence Collection,2024-02-14 18:44:24,Investigation findings for case 20251030-3088
20251030-3088,Evidence Collection,2024-02-25 18:44:24,Investigation findings for case 20251030-3088
20251030-3092,Initial,2023-09-19 00:49:43,Investigation findings for case 20251030-3092
20251030-3094,Interview,2024-03-29 22:34:54,Investigation findings for case 20251030-3094
20251030-3094,Initial,2024-04-18 22:34:54,Investigation findings for case 20251030-3094
20251030-3095,Interview,2023-07-23 19:44:26,Investigation findings for case 20251030-3095
20251030-3095,Initial,2023-06-28 19:44:26,Investigation findings for case 20251030-3095
20251030-3096,Interview,2024-04-13 13:28:16,Investigation findings for case 20251030-3096
20251030-3096,Follow-up,2024-04-21 13:28:16,Investigation findings for case 20251030-3096
20251030-3096,Follow-up,2024-04-21 13:28:16,Investigation findings for case 20251030-3096
20251030-3097,Initial,2023-09-28 12:32:14,Investigation findings for case 20251030-3097
20251030-3097,Evidence Collection,2023-09-08 12:32:14,Investigation findings for case 20251030-3097
20251030-3097,Evidence Collection,2023-09-11 12:32:14,Investigation findings for case 20251030-3097
20251030-3098,Initial,2023-09-15 05:32:11,Investigation findings for case 20251030-3098
20251030-3098,Evidence Collection,2023-10-01 05:32:11,Investigation findings for case 20251030-3098
20251030-3098,Interview,2023-09-30 05:32:11,Investigation findings for case 20251030-3098
20251030-3098,Interview,2023-09-06 05:32:11,Investigation findings for case 20251030-3098
20251030-3098,Interview,2023-09-12 05:32:11,Investigation findings for case 20251030-3098
20251030-3099,Follow-up,2024-01-17 21:13:19,Investigation findings for case 20251030-3099
20251030-3099,Interview,2024-01-16 21:13:19,Investigation findings for case 20251030-3099
20251030-3099,Initial,2023-12-26 21:13:19,Investigation findings for case 20251030-3099
20251030-3099,Evidence Collection,2024-01-09 21:13:19,Investigation findings for case 20251030-3099
20251030-3099,Initial,2024-01-03 21:13:19,Investigation findings for case 20251030-3099
20251030-3101,Initial,2024-04-26 19:21:23,Investigation findings for case 20251030-3101
20251030-3101,Evidence Collection,2024-05-09 19:21:23,Investigation findings for case 20251030-3101
20251030-3101,Follow-up,2024-05-16 19:21:23,Investigation findings for case 20251030-3101
20251030-3101,Interview,2024-05-03 19:21:23,Investigation findings for case 20251030-3101
20251030-3101,Interview,2024-04-29 19:21:23,Investigation findings for case 20251030-3101
20251030-3102,Interview,2024-02-21 06:05:32,Investigation findings for case 20251030-3102
20251030-3102,Initial,2024-03-11 06:05:32,Investigation findings for case 20251030-3102
20251030-3103,Evidence Collection,2023-09-06 07:10:59,Investigation findings for case 20251030-3103
20251030-3103,Initial,2023-09-06 07:10:59,Investigation findings for case 20251030-3103
20251030-3105,Interview,2024-08-21 18:43:08,Investigation findings for case 20251030-3105
20251030-3105,Follow-up,2024-08-19 18:43:08,Investigation findings for case 20251030-3105
20251030-3105,Follow-up,2024-08-06 18:43:08,Investigation findings for case 20251030-3105
20251030-3105,Evidence Collection,2024-08-23 18:43:08,Investigation findings for case 20251030-3105
20251030-3105,Evidence Collection,2024-08-19 18:43:08,Investigation findings for case 20251030-3105
20251030-3106,Initial,2023-03-29 21:46:48,Investigation findings for case 20251030-3106
20251030-3106,Evidence Collection,2023-03-06 21:46:48,Investigation findings for case 20251030-3106
20251030-3106,Follow-up,2023-03-20 21:46:48,Investigation findings for case 20251030-3106
20251030-3108,Initial,2023-08-13 06:09:36,Investigation findings for case 20251030-3108
20251030-3108,Follow-up,2023-08-14 06:09:36,Investigation findings for case 20251030-3108
20251030-3109,Evidence Collection,2023-02-03 04:15:36,Investigation findings for case 20251030-3109
20251030-3109,Initial,2023-02-20 04:15:36,Investigation findings for case 20251030-3109
20251030-3109,Interview,2023-01-30 04:15:36,Investigation findings for case 20251030-3109
20251030-3109,Evidence Collection,2023-01-25 04:15:36,Investigation findings for case 20251030-3109
20251030-3111,Evidence Collection,2023-10-29 07:29:49,Investigation findings for case 20251030-3111
20251030-3111,Evidence Collection,2023-10-19 07:29:49,Investigation findings for case 20251030-3111
20251030-3111,Evidence Collection,2023-10-10 07:29:49,Investigation findings for case 20251030-3111
20251030-3114,Follow-up,2024-05-23 18:46:35,Investigation findings for case 20251030-3114
20251030-3114,Interview,2024-06-02 18:46:35,Investigation findings for case 20251030-3114
20251030-3114,Follow-up,2024-05-21 18:46:35,Investigation findings for case 20251030-3114
20251030-3115,Interview,2023-08-19 20:55:06,Investigation findings for case 20251030-3115
20251030-3115,Evidence Collection,2023-08-15 20:55:06,Investigation findings for case 20251030-3115
20251030-3116,Evidence Collection,2024-08-17 02:02:20,Investigation findings for case 20251030-3116
20251030-3116,Follow-up,2024-08-29 02:02:20,Investigation findings for case 20251030-3116
20251030-3116,Evidence Collection,2024-09-06 02:02:20,Investigation findings for case 20251030-3116
20251030-3116,Follow-up,2024-08-11 02:02:20,Investigation findings for case 20251030-3116
20251030-3116,Evidence Collection,2024-09-02 02:02:20,Investigation findings for case 20251030-3116
20251030-3117,Initial,2023-08-23 03:40:42,Investigation findings for case 20251030-3117
20251030-3117,Follow-up,2023-08-07 03:40:42,Investigation findings for case 20251030-3117
20251030-3117,Evidence Collection,2023-07-31 03:40:42,Investigation findings for case 20251030-3117
20251030-3117,Follow-up,2023-08-04 03:40:42,Investigation findings for case 20251030-3117
20251030-3117,Interview,2023-07-27 03:40:42,Investigation findings for case 20251030-3117
20251030-3118,Evidence Collection,2023-01-22 04:03:57,Investigation findings for case 20251030-3118
20251030-3118,Follow-up,2023-01-29 04:03:57,Investigation findings for case 20251030-3118
20251030-3118,Follow-up,2023-02-09 04:03:57,Investigation findings for case 20251030-3118
20251030-3119,Follow-up,2024-03-06 13:14:30,Investigation findings for case 20251030-3119
20251030-3119,Evidence Collection,2024-03-02 13:14:30,Investigation findings for case 20251030-3119
20251030-3119,Initial,2024-03-19 13:14:30,Investigation findings for case 20251030-3119
20251030-3119,Follow-up,2024-03-14 13:14:30,Investigation findings for case 20251030-3119
20251030-3120,Initial,2023-04-17 12:27:22,Investigation findings for case 20251030-3120
20251030-3120,Interview,2023-04-18 12:27:22,Investigation findings for case 20251030-3120
20251030-3120,Interview,2023-04-15 12:27:22,Investigation findings for case 20251030-3120
20251030-3120,Evidence Collection,2023-04-08 12:27:22,Investigation findings for case 20251030-3120
20251030-3120,Interview,2023-03-27 12:27:22,Investigation findings for case 20251030-3120
20251030-3121,Follow-up,2023-04-23 16:08:15,Investigation findings for case 20251030-3121
20251030-3121,Follow-up,2023-03-28 16:08:15,Investigation findings for case 20251030-3121
20251030-3121,Initial,2023-04-01 16:08:15,Investigation findings for case 20251030-3121
20251030-3121,Evidence Collection,2023-04-06 16:08:15,Investigation findings for case 20251030-3121
20251030-3122,Initial,2024-08-09 19:39:20,Investigation findings for case 20251030-3122
20251030-3122,Interview,2024-08-03 19:39:20,Investigation findings for case 20251030-3122
20251030-3122,Follow-up,2024-08-09 19:39:20,Investigation findings for case 20251030-3122
20251030-3122,Interview,2024-08-23 19:39:20,Investigation findings for case 20251030-3122
20251030-3126,Evidence Collection,2024-08-31 14:09:14,Investigation findings for case 20251030-3126
20251030-3126,Follow-up,2024-08-17 14:09:14,Investigation findings for case 20251030-3126
20251030-3126,Evidence Collection,2024-08-26 14:09:14,Investigation findings for case 20251030-3126
20251030-3126,Initial,2024-09-02 14:09:14,Investigation findings for case 20251030-3126
20251030-3126,Initial,2024-08-22 14:09:14,Investigation findings for case 20251030-3126
20251030-3127,Evidence Collection,2023-05-22 21:06:43,Investigation findings for case 20251030-3127
20251030-3127,Evidence Collection,2023-06-18 21:06:43,Investigation findings for case 20251030-3127
20251030-3127,Follow-up,2023-05-27 21:06:43,Investigation findings for case 20251030-3127
20251030-3127,Follow-up,2023-05-31 21:06:43,Investigation findings for case 20251030-3127
20251030-3129,Evidence Collection,2023-06-06 14:12:56,Investigation findings for case 20251030-3129
20251030-3129,Interview,2023-05-11 14:12:56,Investigation findings for case 20251030-3129
20251030-3130,Follow-up,2023-06-09 12:48:58,Investigation findings for case 20251030-3130
20251030-3130,Follow-up,2023-06-16 12:48:58,Investigation findings for case 20251030-3130
20251030-3130,Evidence Collection,2023-06-04 12:48:58,Investigation findings for case 20251030-3130
20251030-3130,Evidence Collection,2023-06-14 12:48:58,Investigation findings for case 20251030-3130
20251030-3132,Follow-up,2023-05-31 18:31:14,Investigation findings for case 20251030-3132
20251030-3132,Evidence Collection,2023-05-15 18:31:14,Investigation findings for case 20251030-3132
20251030-3132,Evidence Collection,2023-06-04 18:31:14,Investigation findings for case 20251030-3132
20251030-3132,Evidence Collection,2023-05-23 18:31:14,Investigation findings for case 20251030-3132
20251030-3133,Follow-up,2023-11-28 21:42:00,Investigation findings for case 20251030-3133
20251030-3133,Interview,2023-11-20 21:42:00,Investigation findings for case 20251030-3133
20251030-3133,Follow-up,2023-12-11 21:42:00,Investigation findings for case 20251030-3133
20251030-3133,Evidence Collection,2023-11-21 21:42:00,Investigation findings for case 20251030-3133
20251030-3133,Initial,2023-11-29 21:42:00,Investigation findings for case 20251030-3133
20251030-3136,Evidence Collection,2023-03-12 17:28:26,Investigation findings for case 20251030-3136
20251030-3136,Evidence Collection,2023-03-04 17:28:26,Investigation findings for case 20251030-3136
20251030-3136,Evidence Collection,2023-03-01 17:28:26,Investigation findings for case 20251030-3136
20251030-3136,Follow-up,2023-02-26 17:28:26,Investigation findings for case 20251030-3136
20251030-3137,Interview,2024-11-09 11:13:55,Investigation findings for case 20251030-3137
20251030-3137,Evidence Collection,2024-11-10 11:13:55,Investigation findings for case 20251030-3137
20251030-3137,Evidence Collection,2024-10-28 11:13:55,Investigation findings for case 20251030-3137
